Mouse ID,Drug Regimen,Sex,Age_months,Weight (g),Timepoint,Tumor Volume (mm3),Metastatic Sites,Tumor_Volume_Change_mm3,Tumor_Volume_Change_pct,Weight_Category,Age_Group,Study_Phase
a444,Ramicane,Female,10,25.0,30,42.78627835,0,-2.2137216499999965,-4.92,Heavy (>22g),7–12 mo,Late (26–45)
a444,Ramicane,Female,10,25.0,35,41.73595083,0,-3.26404917,-7.25,Heavy (>22g),7–12 mo,Late (26–45)
a444,Ramicane,Female,10,25.0,40,42.50492554,0,-2.495074459999998,-5.54,Heavy (>22g),7–12 mo,Late (26–45)
a444,Ramicane,Female,10,25.0,45,43.0475426,0,-1.9524574000000001,-4.34,Heavy (>22g),7–12 mo,Late (26–45)
i557,Capomulin,Female,1,24.0,0,45.0,0,0.0,0.0,Heavy (>22g),0–6 mo,Early (0–10)
i557,Capomulin,Female,1,24.0,5,42.2616653,0,-2.738334700000003,-6.09,Heavy (>22g),0–6 mo,Early (0–10)
i557,Capomulin,Female,1,24.0,10,42.99207658,0,-2.0079234199999973,-4.46,Heavy (>22g),0–6 mo,Early (0–10)
i557,Capomulin,Female,1,24.0,15,43.5298757,0,-1.470124300000002,-3.27,Heavy (>22g),0–6 mo,Mid (11–25)
i557,Capomulin,Female,1,24.0,20,43.96789516,0,-1.0321048400000024,-2.29,Heavy (>22g),0–6 mo,Mid (11–25)
i557,Capomulin,Female,1,24.0,25,44.59621854,0,-0.4037814599999976,-0.9,Heavy (>22g),0–6 mo,Mid (11–25)
i557,Capomulin,Female,1,24.0,30,45.26138381,0,0.2613838099999981,0.58,Heavy (>22g),0–6 mo,Late (26–45)
i557,Capomulin,Female,1,24.0,35,45.94194901,0,0.9419490100000019,2.09,Heavy (>22g),0–6 mo,Late (26–45)
i557,Capomulin,Female,1,24.0,40,46.82106972,1,1.821069719999997,4.05,Heavy (>22g),0–6 mo,Late (26–45)
i557,Capomulin,Female,1,24.0,45,47.68596303,1,2.6859630300000035,5.97,Heavy (>22g),0–6 mo,Late (26–45)
r921,Ramicane,Female,5,25.0,0,45.0,0,0.0,0.0,Heavy (>22g),0–6 mo,Early (0–10)
r921,Ramicane,Female,5,25.0,5,45.56821083,0,0.5682108299999982,1.26,Heavy (>22g),0–6 mo,Early (0–10)
r921,Ramicane,Female,5,25.0,10,42.71192694,0,-2.288073060000002,-5.08,Heavy (>22g),0–6 mo,Early (0–10)
r921,Ramicane,Female,5,25.0,15,43.52726054,0,-1.4727394599999997,-3.27,Heavy (>22g),0–6 mo,Mid (11–25)
r921,Ramicane,Female,5,25.0,20,44.13631588,0,-0.863684120000002,-1.92,Heavy (>22g),0–6 mo,Mid (11–25)
r921,Ramicane,Female,5,25.0,25,42.65534089,1,-2.344659110000002,-5.21,Heavy (>22g),0–6 mo,Mid (11–25)
r921,Ramicane,Female,5,25.0,30,43.41938077,1,-1.5806192300000035,-3.51,Heavy (>22g),0–6 mo,Late (26–45)
w678,Ramicane,Female,5,24.0,0,45.0,0,0.0,0.0,Heavy (>22g),0–6 mo,Early (0–10)
w678,Ramicane,Female,5,24.0,5,43.16637266,0,-1.8336273399999996,-4.07,Heavy (>22g),0–6 mo,Early (0–10)
y449,Ramicane,Male,19,24.0,0,45.0,0,0.0,0.0,Heavy (>22g),13–24 mo,Early (0–10)
y449,Ramicane,Male,19,24.0,5,45.87754494,0,0.8775449399999999,1.95,Heavy (>22g),13–24 mo,Early (0–10)
y449,Ramicane,Male,19,24.0,10,46.37809248,0,1.3780924799999994,3.06,Heavy (>22g),13–24 mo,Early (0–10)
y449,Ramicane,Male,19,24.0,15,44.18345092,0,-0.8165490800000015,-1.81,Heavy (>22g),13–24 mo,Mid (11–25)
a203,Infubinol,Female,20,23.0,0,45.0,0,0.0,0.0,Heavy (>22g),13–24 mo,Early (0–10)
a203,Infubinol,Female,20,23.0,5,48.5084684,0,3.508468399999998,7.8,Heavy (>22g),13–24 mo,Early (0–10)
a203,Infubinol,Female,20,23.0,10,51.8524372,1,6.852437199999997,15.23,Heavy (>22g),13–24 mo,Early (0–10)
a203,Infubinol,Female,20,23.0,15,52.7778705,1,7.777870499999999,17.28,Heavy (>22g),13–24 mo,Mid (11–25)
a203,Infubinol,Female,20,23.0,20,55.17333648,1,10.173336480000003,22.61,Heavy (>22g),13–24 mo,Mid (11–25)
a203,Infubinol,Female,20,23.0,25,56.79320832,1,11.793208319999998,26.21,Heavy (>22g),13–24 mo,Mid (11–25)
a203,Infubinol,Female,20,23.0,30,59.52319728,1,14.523197279999998,32.27,Heavy (>22g),13–24 mo,Late (26–45)
a203,Infubinol,Female,20,23.0,35,61.93165007,2,16.931650070000003,37.63,Heavy (>22g),13–24 mo,Late (26–45)
a203,Infubinol,Female,20,23.0,40,63.59349002,2,18.593490019999997,41.32,Heavy (>22g),13–24 mo,Late (26–45)
a203,Infubinol,Female,20,23.0,45,67.97341878,2,22.973418780000003,51.05,Heavy (>22g),13–24 mo,Late (26–45)
a251,Infubinol,Female,21,25.0,0,45.0,0,0.0,0.0,Heavy (>22g),13–24 mo,Early (0–10)
a251,Infubinol,Female,21,25.0,5,46.98212719,0,1.98212719,4.4,Heavy (>22g),13–24 mo,Early (0–10)
a251,Infubinol,Female,21,25.0,10,48.59117901,1,3.5911790099999976,7.98,Heavy (>22g),13–24 mo,Early (0–10)
a251,Infubinol,Female,21,25.0,15,50.53445603,1,5.534456030000001,12.3,Heavy (>22g),13–24 mo,Mid (11–25)
a251,Infubinol,Female,21,25.0,20,54.46259376,1,9.462593759999997,21.03,Heavy (>22g),13–24 mo,Mid (11–25)
a251,Infubinol,Female,21,25.0,25,57.4146457,1,12.414645700000001,27.59,Heavy (>22g),13–24 mo,Mid (11–25)
a251,Infubinol,Female,21,25.0,30,59.86124129,1,14.861241290000002,33.02,Heavy (>22g),13–24 mo,Late (26–45)
a251,Infubinol,Female,21,25.0,35,60.90388455,1,15.90388455,35.34,Heavy (>22g),13–24 mo,Late (26–45)
a251,Infubinol,Female,21,25.0,40,63.09507565,1,18.09507565,40.21,Heavy (>22g),13–24 mo,Late (26–45)
a251,Infubinol,Female,21,25.0,45,65.52574285,1,20.52574285,45.61,Heavy (>22g),13–24 mo,Late (26–45)
a262,Placebo,Female,17,29.0,0,45.0,0,0.0,0.0,Heavy (>22g),13–24 mo,Early (0–10)
a262,Placebo,Female,17,29.0,5,48.71756819,1,3.7175681900000015,8.26,Heavy (>22g),13–24 mo,Early (0–10)
a262,Placebo,Female,17,29.0,10,49.59518129,1,4.595181289999999,10.21,Heavy (>22g),13–24 mo,Early (0–10)
a262,Placebo,Female,17,29.0,15,53.82797367,2,8.827973669999999,19.62,Heavy (>22g),13–24 mo,Mid (11–25)
a262,Placebo,Female,17,29.0,20,57.01331331,2,12.013313310000001,26.7,Heavy (>22g),13–24 mo,Mid (11–25)
a262,Placebo,Female,17,29.0,25,60.13186217,2,15.131862169999998,33.63,Heavy (>22g),13–24 mo,Mid (11–25)
a262,Placebo,Female,17,29.0,30,64.95809178,3,19.958091780000004,44.35,Heavy (>22g),13–24 mo,Late (26–45)
a262,Placebo,Female,17,29.0,35,66.56196302,4,21.561963019999993,47.92,Heavy (>22g),13–24 mo,Late (26–45)
a262,Placebo,Female,17,29.0,40,69.59273198,4,24.592731979999996,54.65,Heavy (>22g),13–24 mo,Late (26–45)
a262,Placebo,Female,17,29.0,45,70.71762058,4,25.717620580000002,57.15,Heavy (>22g),13–24 mo,Late (26–45)
a275,Ceftamin,Female,20,28.0,0,45.0,0,0.0,0.0,Heavy (>22g),13–24 mo,Early (0–10)
a275,Ceftamin,Female,20,28.0,5,46.79525728,0,1.7952572800000013,3.99,Heavy (>22g),13–24 mo,Early (0–10)
a275,Ceftamin,Female,20,28.0,10,47.37134328,0,2.371343279999998,5.27,Heavy (>22g),13–24 mo,Early (0–10)
a275,Ceftamin,Female,20,28.0,15,49.73440359,0,4.734403589999999,10.52,Heavy (>22g),13–24 mo,Mid (11–25)
a275,Ceftamin,Female,20,28.0,20,50.51343652,1,5.513436519999999,12.25,Heavy (>22g),13–24 mo,Mid (11–25)
a275,Ceftamin,Female,20,28.0,25,53.57606417,1,8.576064170000002,19.06,Heavy (>22g),13–24 mo,Mid (11–25)
a275,Ceftamin,Female,20,28.0,30,54.44471317,2,9.44471317,20.99,Heavy (>22g),13–24 mo,Late (26–45)
a275,Ceftamin,Female,20,28.0,35,56.35353804,2,11.353538039999997,25.23,Heavy (>22g),13–24 mo,Late (26–45)
a275,Ceftamin,Female,20,28.0,40,60.92153868,3,15.921538679999998,35.38,Heavy (>22g),13–24 mo,Late (26–45)
a275,Ceftamin,Female,20,28.0,45,62.99935619,3,17.99935619,40.0,Heavy (>22g),13–24 mo,Late (26–45)
a366,Stelasyn,Female,16,29.0,0,45.0,0,0.0,0.0,Heavy (>22g),13–24 mo,Early (0–10)
a366,Stelasyn,Female,16,29.0,5,48.95136773,0,3.951367730000001,8.78,Heavy (>22g),13–24 mo,Early (0–10)
a366,Stelasyn,Female,16,29.0,10,53.52399007,0,8.523990070000004,18.94,Heavy (>22g),13–24 mo,Early (0–10)
a366,Stelasyn,Female,16,29.0,15,55.26558163,0,10.26558163,22.81,Heavy (>22g),13–24 mo,Mid (11–25)
a366,Stelasyn,Female,16,29.0,20,57.28598742,0,12.285987419999998,27.3,Heavy (>22g),13–24 mo,Mid (11–25)
a366,Stelasyn,Female,16,29.0,25,59.01172817,0,14.011728169999998,31.14,Heavy (>22g),13–24 mo,Mid (11–25)
a366,Stelasyn,Female,16,29.0,30,63.44068627,1,18.44068627,40.98,Heavy (>22g),13–24 mo,Late (26–45)
a401,Zoniferol,Female,8,25.0,0,45.0,0,0.0,0.0,Heavy (>22g),7–12 mo,Early (0–10)
a401,Zoniferol,Female,8,25.0,5,46.11198591,0,1.1119859100000014,2.47,Heavy (>22g),7–12 mo,Early (0–10)
a401,Zoniferol,Female,8,25.0,10,47.7259374,1,2.7259373999999994,6.06,Heavy (>22g),7–12 mo,Early (0–10)
a401,Zoniferol,Female,8,25.0,15,49.93472542,1,4.9347254199999995,10.97,Heavy (>22g),7–12 mo,Mid (11–25)
a401,Zoniferol,Female,8,25.0,20,52.20451136,2,7.204511359999998,16.01,Heavy (>22g),7–12 mo,Mid (11–25)
a401,Zoniferol,Female,8,25.0,25,54.20983551,3,9.209835509999998,20.47,Heavy (>22g),7–12 mo,Mid (11–25)
a401,Zoniferol,Female,8,25.0,30,55.91016159,3,10.910161590000001,24.24,Heavy (>22g),7–12 mo,Late (26–45)
a401,Zoniferol,Female,8,25.0,35,60.34714467,3,15.347144669999999,34.1,Heavy (>22g),7–12 mo,Late (26–45)
a401,Zoniferol,Female,8,25.0,40,61.76860538,4,16.768605379999997,37.26,Heavy (>22g),7–12 mo,Late (26–45)
a401,Zoniferol,Female,8,25.0,45,66.79415599,4,21.794155989999993,48.43,Heavy (>22g),7–12 mo,Late (26–45)
a457,Ketapril,Female,11,30.0,0,45.0,0,0.0,0.0,Heavy (>22g),7–12 mo,Early (0–10)
a457,Ketapril,Female,11,30.0,5,47.462891,0,2.462890999999999,5.47,Heavy (>22g),7–12 mo,Early (0–10)
a457,Ketapril,Female,11,30.0,10,49.78341894,0,4.783418939999997,10.63,Heavy (>22g),7–12 mo,Early (0–10)
a492,Stelasyn,Male,20,25.0,0,45.0,0,0.0,0.0,Heavy (>22g),13–24 mo,Early (0–10)
a492,Stelasyn,Male,20,25.0,5,46.40914339,0,1.409143389999997,3.13,Heavy (>22g),13–24 mo,Early (0–10)
a492,Stelasyn,Male,20,25.0,10,48.43219661,0,3.4321966099999983,7.63,Heavy (>22g),13–24 mo,Early (0–10)
a492,Stelasyn,Male,20,25.0,15,51.9852629,0,6.985262900000002,15.52,Heavy (>22g),13–24 mo,Mid (11–25)
a492,Stelasyn,Male,20,25.0,20,53.67719253,0,8.67719253,19.28,Heavy (>22g),13–24 mo,Mid (11–25)
a492,Stelasyn,Male,20,25.0,25,54.70122868,1,9.70122868,21.56,Heavy (>22g),13–24 mo,Mid (11–25)
a492,Stelasyn,Male,20,25.0,30,56.20104104,1,11.20104104,24.89,Heavy (>22g),13–24 mo,Late (26–45)
a492,Stelasyn,Male,20,25.0,35,57.30855379,1,12.308553789999998,27.35,Heavy (>22g),13–24 mo,Late (26–45)
a492,Stelasyn,Male,20,25.0,40,57.92849897,1,12.92849897,28.73,Heavy (>22g),13–24 mo,Late (26–45)
a492,Stelasyn,Male,20,25.0,45,60.12201052,1,15.122010520000003,33.6,Heavy (>22g),13–24 mo,Late (26–45)
a577,Infubinol,Female,6,25.0,0,45.0,0,0.0,0.0,Heavy (>22g),0–6 mo,Early (0–10)
a577,Infubinol,Female,6,25.0,5,46.1977199,1,1.1977199000000027,2.66,Heavy (>22g),0–6 mo,Early (0–10)
a577,Infubinol,Female,6,25.0,10,49.5096389,1,4.509638899999999,10.02,Heavy (>22g),0–6 mo,Early (0–10)
a577,Infubinol,Female,6,25.0,15,50.91500662,2,5.91500662,13.14,Heavy (>22g),0–6 mo,Mid (11–25)
a577,Infubinol,Female,6,25.0,20,52.36518457,2,7.365184569999997,16.37,Heavy (>22g),0–6 mo,Mid (11–25)
a577,Infubinol,Female,6,25.0,25,54.38093154,2,9.380931539999999,20.85,Heavy (>22g),0–6 mo,Mid (11–25)
a577,Infubinol,Female,6,25.0,30,57.03186187,2,12.03186187,26.74,Heavy (>22g),0–6 mo,Late (26–45)
a685,Infubinol,Male,8,30.0,0,45.0,0,0.0,0.0,Heavy (>22g),7–12 mo,Early (0–10)
a685,Infubinol,Male,8,30.0,5,46.87048256,0,1.8704825599999992,4.16,Heavy (>22g),7–12 mo,Early (0–10)
a685,Infubinol,Male,8,30.0,10,47.66475264,0,2.6647526400000032,5.92,Heavy (>22g),7–12 mo,Early (0–10)
a685,Infubinol,Male,8,30.0,15,48.95147442,0,3.9514744199999967,8.78,Heavy (>22g),7–12 mo,Mid (11–25)
a685,Infubinol,Male,8,30.0,20,49.49055902,0,4.490559019999999,9.98,Heavy (>22g),7–12 mo,Mid (11–25)
a685,Infubinol,Male,8,30.0,25,51.93995092,0,6.939950920000001,15.42,Heavy (>22g),7–12 mo,Mid (11–25)
a685,Infubinol,Male,8,30.0,30,55.45385519,1,10.453855189999999,23.23,Heavy (>22g),7–12 mo,Late (26–45)
a685,Infubinol,Male,8,30.0,35,58.09262925,1,13.092629250000002,29.09,Heavy (>22g),7–12 mo,Late (26–45)
a685,Infubinol,Male,8,30.0,40,60.56790371,2,15.567903710000003,34.6,Heavy (>22g),7–12 mo,Late (26–45)
a685,Infubinol,Male,8,30.0,45,66.08306589,3,21.08306589,46.85,Heavy (>22g),7–12 mo,Late (26–45)
a699,Propriva,Female,5,28.0,0,45.0,0,0.0,0.0,Heavy (>22g),0–6 mo,Early (0–10)
a699,Propriva,Female,5,28.0,5,46.55308986,0,1.55308986,3.45,Heavy (>22g),0–6 mo,Early (0–10)
a699,Propriva,Female,5,28.0,10,47.86737569,0,2.867375690000003,6.37,Heavy (>22g),0–6 mo,Early (0–10)
a699,Propriva,Female,5,28.0,15,49.53040137,0,4.53040137,10.07,Heavy (>22g),0–6 mo,Mid (11–25)
a699,Propriva,Female,5,28.0,20,50.71242334,0,5.712423340000001,12.69,Heavy (>22g),0–6 mo,Mid (11–25)
a699,Propriva,Female,5,28.0,25,51.84638147,0,6.846381469999997,15.21,Heavy (>22g),0–6 mo,Mid (11–25)
a699,Propriva,Female,5,28.0,30,54.37934505,0,9.379345049999998,20.84,Heavy (>22g),0–6 mo,Late (26–45)
a699,Propriva,Female,5,28.0,35,56.51068234,1,11.510682340000002,25.58,Heavy (>22g),0–6 mo,Late (26–45)
a699,Propriva,Female,5,28.0,40,58.60544816,1,13.605448160000002,30.23,Heavy (>22g),0–6 mo,Late (26–45)
a699,Propriva,Female,5,28.0,45,62.19141437,1,17.191414369999997,38.2,Heavy (>22g),0–6 mo,Late (26–45)
a788,Zoniferol,Male,5,30.0,0,45.0,0,0.0,0.0,Heavy (>22g),0–6 mo,Early (0–10)
a788,Zoniferol,Male,5,30.0,5,47.00658024,0,2.006580239999998,4.46,Heavy (>22g),0–6 mo,Early (0–10)
a788,Zoniferol,Male,5,30.0,10,50.15972132,1,5.159721320000003,11.47,Heavy (>22g),0–6 mo,Early (0–10)
a788,Zoniferol,Male,5,30.0,15,52.53994926,1,7.53994926,16.76,Heavy (>22g),0–6 mo,Mid (11–25)
a788,Zoniferol,Male,5,30.0,20,54.06098332,1,9.060983319999998,20.14,Heavy (>22g),0–6 mo,Mid (11–25)
a788,Zoniferol,Male,5,30.0,25,56.7702803,1,11.770280300000003,26.16,Heavy (>22g),0–6 mo,Mid (11–25)
a788,Zoniferol,Male,5,30.0,30,60.41370908,1,15.413709079999997,34.25,Heavy (>22g),0–6 mo,Late (26–45)
a818,Naftisol,Female,12,28.0,0,45.0,0,0.0,0.0,Heavy (>22g),7–12 mo,Early (0–10)
a818,Naftisol,Female,12,28.0,5,45.69670864,0,0.6967086399999971,1.55,Heavy (>22g),7–12 mo,Early (0–10)
a818,Naftisol,Female,12,28.0,10,49.79091948,0,4.7909194799999995,10.65,Heavy (>22g),7–12 mo,Early (0–10)
a818,Naftisol,Female,12,28.0,15,51.22756565,0,6.2275656500000025,13.84,Heavy (>22g),7–12 mo,Mid (11–25)
a818,Naftisol,Female,12,28.0,20,54.8346245,0,9.834624499999997,21.85,Heavy (>22g),7–12 mo,Mid (11–25)
a818,Naftisol,Female,12,28.0,25,56.96627332,0,11.966273319999999,26.59,Heavy (>22g),7–12 mo,Mid (11–25)
a818,Naftisol,Female,12,28.0,30,60.07237198,0,15.07237198,33.49,Heavy (>22g),7–12 mo,Late (26–45)
a818,Naftisol,Female,12,28.0,35,63.29854586,0,18.298545859999997,40.66,Heavy (>22g),7–12 mo,Late (26–45)
a818,Naftisol,Female,12,28.0,40,69.27381374,1,24.273813739999994,53.94,Heavy (>22g),7–12 mo,Late (26–45)
a818,Naftisol,Female,12,28.0,45,74.99776443,2,29.997764430000004,66.66,Heavy (>22g),7–12 mo,Late (26–45)
a897,Placebo,Male,7,28.0,0,45.0,0,0.0,0.0,Heavy (>22g),7–12 mo,Early (0–10)
a897,Placebo,Male,7,28.0,5,45.69112405,1,0.6911240499999991,1.54,Heavy (>22g),7–12 mo,Early (0–10)
a897,Placebo,Male,7,28.0,10,47.97292708,1,2.972927079999998,6.61,Heavy (>22g),7–12 mo,Early (0–10)
a897,Placebo,Male,7,28.0,15,52.34308525,2,7.3430852500000015,16.32,Heavy (>22g),7–12 mo,Mid (11–25)
a897,Placebo,Male,7,28.0,20,54.59570541,3,9.59570541,21.32,Heavy (>22g),7–12 mo,Mid (11–25)
a897,Placebo,Male,7,28.0,25,56.41331977,3,11.413319770000001,25.36,Heavy (>22g),7–12 mo,Mid (11–25)
a897,Placebo,Male,7,28.0,30,59.91693443,3,14.916934429999998,33.15,Heavy (>22g),7–12 mo,Late (26–45)
a897,Placebo,Male,7,28.0,35,64.0528731,3,19.0528731,42.34,Heavy (>22g),7–12 mo,Late (26–45)
a897,Placebo,Male,7,28.0,40,67.21174279,4,22.211742790000002,49.36,Heavy (>22g),7–12 mo,Late (26–45)
a897,Placebo,Male,7,28.0,45,72.25596306,4,27.25596306,60.57,Heavy (>22g),7–12 mo,Late (26–45)
a963,Stelasyn,Female,23,27.0,0,45.0,0,0.0,0.0,Heavy (>22g),13–24 mo,Early (0–10)
a963,Stelasyn,Female,23,27.0,5,46.23350581,0,1.233505809999997,2.74,Heavy (>22g),13–24 mo,Early (0–10)
a963,Stelasyn,Female,23,27.0,10,47.15052201,0,2.150522010000003,4.78,Heavy (>22g),13–24 mo,Early (0–10)
a963,Stelasyn,Female,23,27.0,15,47.83685218,0,2.836852180000001,6.3,Heavy (>22g),13–24 mo,Mid (11–25)
a963,Stelasyn,Female,23,27.0,20,51.46373448,0,6.463734479999999,14.36,Heavy (>22g),13–24 mo,Mid (11–25)
a963,Stelasyn,Female,23,27.0,25,52.12980374,0,7.12980374,15.84,Heavy (>22g),13–24 mo,Mid (11–25)
a963,Stelasyn,Female,23,27.0,30,53.40166738,1,8.40166738,18.67,Heavy (>22g),13–24 mo,Late (26–45)
a963,Stelasyn,Female,23,27.0,35,56.81397646,1,11.81397646,26.25,Heavy (>22g),13–24 mo,Late (26–45)
a963,Stelasyn,Female,23,27.0,40,58.46378685,1,13.463786849999998,29.92,Heavy (>22g),13–24 mo,Late (26–45)
a963,Stelasyn,Female,23,27.0,45,62.76509317,1,17.76509317,39.48,Heavy (>22g),13–24 mo,Late (26–45)
b313,Zoniferol,Male,12,27.0,0,45.0,0,0.0,0.0,Heavy (>22g),7–12 mo,Early (0–10)
b313,Zoniferol,Male,12,27.0,5,47.15443254,0,2.154432540000002,4.79,Heavy (>22g),7–12 mo,Early (0–10)
b313,Zoniferol,Male,12,27.0,10,48.31937218,1,3.319372180000002,7.38,Heavy (>22g),7–12 mo,Early (0–10)
b313,Zoniferol,Male,12,27.0,15,49.18838735,1,4.188387349999999,9.31,Heavy (>22g),7–12 mo,Mid (11–25)
b313,Zoniferol,Male,12,27.0,20,53.9796797,1,8.979679699999998,19.95,Heavy (>22g),7–12 mo,Mid (11–25)
b313,Zoniferol,Male,12,27.0,25,55.74514628,1,10.74514628,23.88,Heavy (>22g),7–12 mo,Mid (11–25)
b447,Ceftamin,Male,2,30.0,0,45.0,0,0.0,0.0,Heavy (>22g),0–6 mo,Early (0–10)
b487,Ceftamin,Female,6,28.0,0,45.0,0,0.0,0.0,Heavy (>22g),0–6 mo,Early (0–10)
b487,Ceftamin,Female,6,28.0,5,46.21397739,0,1.2139773899999966,2.7,Heavy (>22g),0–6 mo,Early (0–10)
b487,Ceftamin,Female,6,28.0,10,47.6643871,0,2.664387099999999,5.92,Heavy (>22g),0–6 mo,Early (0–10)
b487,Ceftamin,Female,6,28.0,15,51.68325586,0,6.683255860000003,14.85,Heavy (>22g),0–6 mo,Mid (11–25)
b487,Ceftamin,Female,6,28.0,20,53.42766344,0,8.427663440000003,18.73,Heavy (>22g),0–6 mo,Mid (11–25)
b487,Ceftamin,Female,6,28.0,25,56.05774909,1,11.057749090000002,24.57,Heavy (>22g),0–6 mo,Mid (11–25)
b559,Naftisol,Male,20,26.0,0,45.0,0,0.0,0.0,Heavy (>22g),13–24 mo,Early (0–10)
b559,Naftisol,Male,20,26.0,5,47.40989731,0,2.409897309999998,5.36,Heavy (>22g),13–24 mo,Early (0–10)
b559,Naftisol,Male,20,26.0,10,48.03643202,0,3.0364320199999995,6.75,Heavy (>22g),13–24 mo,Early (0–10)
b559,Naftisol,Male,20,26.0,15,51.37886229,0,6.378862290000001,14.18,Heavy (>22g),13–24 mo,Mid (11–25)
b559,Naftisol,Male,20,26.0,20,55.65445572,1,10.654455720000001,23.68,Heavy (>22g),13–24 mo,Mid (11–25)
b559,Naftisol,Male,20,26.0,25,57.04366929,1,12.043669289999997,26.76,Heavy (>22g),13–24 mo,Mid (11–25)
b559,Naftisol,Male,20,26.0,30,61.19038663,1,16.19038663,35.98,Heavy (>22g),13–24 mo,Late (26–45)
b559,Naftisol,Male,20,26.0,35,65.70576275,1,20.705762750000005,46.01,Heavy (>22g),13–24 mo,Late (26–45)
b559,Naftisol,Male,20,26.0,40,69.96961645,1,24.969616450000004,55.49,Heavy (>22g),13–24 mo,Late (26–45)
b559,Naftisol,Male,20,26.0,45,73.05136339,1,28.051363390000006,62.34,Heavy (>22g),13–24 mo,Late (26–45)
b759,Ceftamin,Female,12,25.0,0,45.0,0,0.0,0.0,Heavy (>22g),7–12 mo,Early (0–10)
b759,Ceftamin,Female,12,25.0,5,48.00919049,0,3.0091904900000017,6.69,Heavy (>22g),7–12 mo,Early (0–10)
b759,Ceftamin,Female,12,25.0,10,49.13335499,0,4.133354990000001,9.19,Heavy (>22g),7–12 mo,Early (0–10)
b759,Ceftamin,Female,12,25.0,15,51.58779906,0,6.587799060000002,14.64,Heavy (>22g),7–12 mo,Mid (11–25)
b759,Ceftamin,Female,12,25.0,20,54.44303502,0,9.443035020000003,20.98,Heavy (>22g),7–12 mo,Mid (11–25)
b759,Ceftamin,Female,12,25.0,25,55.08363235,0,10.083632350000002,22.41,Heavy (>22g),7–12 mo,Mid (11–25)
b759,Ceftamin,Female,12,25.0,30,55.74282869,1,10.742828690000003,23.87,Heavy (>22g),7–12 mo,Late (26–45)
b879,Stelasyn,Female,4,26.0,0,45.0,0,0.0,0.0,Heavy (>22g),0–6 mo,Early (0–10)
b879,Stelasyn,Female,4,26.0,5,49.15615628,1,4.156156279999998,9.24,Heavy (>22g),0–6 mo,Early (0–10)
b879,Stelasyn,Female,4,26.0,10,50.33894583,1,5.33894583,11.86,Heavy (>22g),0–6 mo,Early (0–10)
b879,Stelasyn,Female,4,26.0,15,51.61838657,1,6.618386569999998,14.71,Heavy (>22g),0–6 mo,Mid (11–25)
b879,Stelasyn,Female,4,26.0,20,53.98343568,1,8.98343568,19.96,Heavy (>22g),0–6 mo,Mid (11–25)
b879,Stelasyn,Female,4,26.0,25,56.46998744,2,11.469987439999997,25.49,Heavy (>22g),0–6 mo,Mid (11–25)
b879,Stelasyn,Female,4,26.0,30,60.90761481,2,15.907614809999998,35.35,Heavy (>22g),0–6 mo,Late (26–45)
b879,Stelasyn,Female,4,26.0,35,64.26088633,2,19.260886330000005,42.8,Heavy (>22g),0–6 mo,Late (26–45)
b879,Stelasyn,Female,4,26.0,40,67.18912666,2,22.18912666,49.31,Heavy (>22g),0–6 mo,Late (26–45)
b879,Stelasyn,Female,4,26.0,45,72.55523894,2,27.555238939999995,61.23,Heavy (>22g),0–6 mo,Late (26–45)
c139,Infubinol,Male,11,28.0,0,45.0,0,0.0,0.0,Heavy (>22g),7–12 mo,Early (0–10)
c139,Infubinol,Male,11,28.0,5,48.75311208,0,3.753112080000001,8.34,Heavy (>22g),7–12 mo,Early (0–10)
c139,Infubinol,Male,11,28.0,10,49.99295391,0,4.992953909999997,11.1,Heavy (>22g),7–12 mo,Early (0–10)
c139,Infubinol,Male,11,28.0,15,51.8332246,0,6.833224600000001,15.18,Heavy (>22g),7–12 mo,Mid (11–25)
c139,Infubinol,Male,11,28.0,20,56.74200681,0,11.74200681,26.09,Heavy (>22g),7–12 mo,Mid (11–25)
c139,Infubinol,Male,11,28.0,25,61.46196976,0,16.461969760000002,36.58,Heavy (>22g),7–12 mo,Mid (11–25)
c139,Infubinol,Male,11,28.0,30,64.14987077,1,19.149870770000007,42.56,Heavy (>22g),7–12 mo,Late (26–45)
c139,Infubinol,Male,11,28.0,35,67.82141969,1,22.82141969,50.71,Heavy (>22g),7–12 mo,Late (26–45)
c139,Infubinol,Male,11,28.0,40,69.42814095,2,24.42814095,54.28,Heavy (>22g),7–12 mo,Late (26–45)
c139,Infubinol,Male,11,28.0,45,72.2267309,2,27.226730900000007,60.5,Heavy (>22g),7–12 mo,Late (26–45)
c264,Zoniferol,Female,11,27.0,0,45.0,0,0.0,0.0,Heavy (>22g),7–12 mo,Early (0–10)
c264,Zoniferol,Female,11,27.0,5,45.79170389,0,0.7917038900000009,1.76,Heavy (>22g),7–12 mo,Early (0–10)
c264,Zoniferol,Female,11,27.0,10,49.02659196,0,4.0265919599999975,8.95,Heavy (>22g),7–12 mo,Early (0–10)
c264,Zoniferol,Female,11,27.0,15,53.66494165,1,8.664941650000003,19.26,Heavy (>22g),7–12 mo,Mid (11–25)
c264,Zoniferol,Female,11,27.0,20,54.5681957,1,9.568195699999997,21.26,Heavy (>22g),7–12 mo,Mid (11–25)
c264,Zoniferol,Female,11,27.0,25,56.96676876,2,11.96676876,26.59,Heavy (>22g),7–12 mo,Mid (11–25)
